NAME,P0,P1
J2055+1545,0.00216,2.02e-20
B2053+21,0.815181,1.34e-15
J2055+2539,0.319561,4.1e-15
B2053+36,0.221508,3.69e-16
J2055+3829,0.002089,1.0000000000000001e-21
J2057+21,1.1667,
J2057+4557_P,0.22538,
J2057+4701,0.559574,5.6e-14
J2100+4712_P,1.45872,
J2101+4636_P,0.29529,
J2101+5028_P,0.25444,
J2102+38,1.19,
J2102+5047_P,0.3582,
J2103+4602_P,1.35994,
J2103+4620_P,0.23516,
J2104+2830,0.405729,9.75e-17
J2104+4644_P,0.10823,
J2105+07,3.74663,
J2105+19,3.5297,
J2105+28,0.405737,
J2105+6223,2.304879,5.22e-15
J2106+4602_P,1.18445,
B2106+44,0.414871,8.62e-17
J2108+4516,0.577231,4.37e-15
J2108-3429,1.423105,3.5e-15
J2111+2106,3.953853,3.24e-15
J2111+2132,1.059532,4.6e-16
J2111+40,4.061,
J2111+4606,0.15783,1.43e-13
J2112+0740,0.275361,6.09e-17
J2112+4058,4.060755,6.99e-15
B2110+27,1.202852,2.62e-15
B2111+46,1.014685,7.15e-16
J2113+67,0.55217,
J2113+73,,
J2115+5448,0.002603,7.49e-20
J2115+6702,0.552122,1.68e-16
J2116+1345,0.002219,2.64e-21
B2113+14,0.440153,2.89e-16
J2116+3701,0.145884,5.27e-15
J2116+4906_P,1.60231,
J2117+4622_P,0.00495,
J2122+2426,0.541421,1.27e-16
J2123+36,1.294,
J2123+5434,0.138868,1.74e-19
B2122+13,0.694054,7.68e-16
J2124+34,0.489,
J2124-3358,0.004931,2.06e-20
B2123-67,0.325772,2.25e-16
J2128+5004_P,0.20155,
J2128+5051_P,0.33103,
B2127+11A,0.110665,-2.1e-17
B2127+11B,0.056133,9.55e-18
B2127+11C,0.030529,4.99e-18
B2127+11D,0.004803,-1.07e-18
B2127+11E,0.004651,1.85e-19
B2127+11F,0.004027,2.71e-20
B2127+11G,0.03766,1.63e-18
B2127+11H,0.006743,2.14e-20
J2129+1210I,0.005122,
J2129+1210J,0.011842,2.04e-19
J2129+1210K,1.928451,1.18e-15
J2129+1210L,3.960716,8.74e-14
J2129+4106_P,3.26074,
J2129+4119,1.687418,8.54e-17
J2129+4430_P,0.64933,
J2129-0429,0.007614,3.28e-19
J2129-5721,0.003726,2.09e-20
J2131-31,3.325,
J2133-0049A,0.01015,
J2133-0049B,0.00697,
J2133-0049C,0.003,
J2133-0049D,0.00422,
J2133-0049E,0.0037,
J2136-1606,1.227235,1.48e-17
J2136-5046,0.267322,8.69e-17
J2137+6428,1.750989,3.43e-15
J2138+4911,0.696171,
J2138+69,0.22,
J2139+00,0.31247,
J2139+2242,1.083514,1.42e-15
J2139+4716,0.282849,1.79e-15
J2139+4738_P,0.55704,
J2140-2310A,0.011019,-5.18e-20
J2140-2311B,0.012986,
J2143+0654,9.428229,4.09e-14
J2144-3933,8.509827,4.96e-16
J2144-5237,0.005041,9.06e-21
J2145+2158,1.419,
J2145-0750,0.016052,2.98e-20
J2148-34,0.927,
B2148+63,0.38014,1.68e-16
J2150+3427,0.65428,3.6e-18
B2148+52,0.332206,1.01e-14
J2150-0326,0.003511,8.16e-21
J2151+19,1.036,
J2151+2315,0.593534,7.08e-16
J2154-2812,1.343361,6.13e-16
J2155+2813,1.60902,9.16e-16
B2152-31,1.030003,1.24e-15
B2151-56,1.373654,4.23e-15
J2156+2618,0.498149,1.42e-17
B2154+40,1.525266,3.43e-15
J2158-27,0.477,
J2158-2734,0.477198,7.42e-17
J2159+0202,0.665561,6.01e-16
J2201+33,0.966,
J2202+21,,
J2202+5040,0.745379,4.44e-15
J2203+50,0.745,
J2204+2700,0.084703,1.31e-19
J2205+1444,0.938014,9e-16
J2205+6012,0.002416,1.98e-20
J2206+6151,0.322674,3.97e-16
J2207-15,0.766,
J2208+4056,0.636957,5.28e-15
J2208+4610,0.642506,2.68e-18
J2208+5500,0.933163,6.99e-15
J2209+22,1.7769,
J2210+5712,2.05743,
J2212+2450,0.003908,1.98e-21
B2210+29,1.004593,4.95e-16
J2213+53,0.751,
J2214+3000,0.003119,1.47e-20
J2214+5357,0.751195,6.05e-16
J2215+1538,0.374198,2.37e-15
J2215+4524,2.72305,5.56e-15
J2215+5135,0.00261,3.34e-20
J2216+5759,0.419102,6.9e-14
J2217+5733,1.056844,6.47e-16
B2217+47,0.538469,2.77e-15
J2221+81,,
J2222+2923,0.281399,6.17e-18
J2222+5602,1.336,
J2222-0137,0.032818,5.8e-19
J2225+35,0.94,
B2224+65,0.682542,9.66e-15
J2226-03,0.7697,
J2227+3038,0.842408,
J2228+6447,1.892982,6.7e-16
J2228-65,2.74598,
J2229+2643,0.002978,1.52e-21
J2229+40,0.2729,
J2229+6114,0.051648,7.74e-14
B2227+61,0.443055,2.26e-15
J2234+0611,0.003577,1.2e-20
J2234+0944,0.003627,2.01e-20
J2234+2114,1.358745,2.22e-16
J2235+1506,0.059767,1.58e-19
J2236+4929,0.931715,1.97e-16
J2236-5527,0.006908,9.600000000000001e-21
J2237+2828,1.077395,8.13e-16
J2238+5903,0.162734,9.7e-14
J2238+6021,3.07,
J2240+5832,0.139935,1.54e-14
J2241+6941,0.855401,2.69e-15
J2241-5236,0.002187,6.9e-21
J2242+6346,0.460958,5.34e-15
B2241+69,1.664501,4.82e-15
J2243+1518,0.596799,1.13e-16
J2244+63,0.461,
J2248-0101,0.477233,6.59e-16
J2251+24,1.797962,
J2251-3711,12.122565,1.31e-14
J2252+2455,1.797908,1.11e-15
J2253+12,0.9793,
J2253+1516,0.792236,6.38e-17
J2256-1024,0.002295,1.14e-20
B2255+58,0.368246,5.75e-15
J2257-16,0.469,
J2258+5222_P,1.03056,
J2300+52,0.4265,
J2301+5852,6.979071,4.71e-13
J2302+4442,0.005192,1.39e-20
J2302+48,0.7421,
J2302+6028,1.206404,2.04e-15
J2305+19,0.2693,
B2303+30,1.575886,2.89e-15
B2303+46,1.066371,5.69e-16
J2306+31,0.3416,
J2307+2225,0.535829,8.7e-18
B2306+55,0.475068,1.99e-16
J2310+6706,1.944789,7.56e-17
J2310-0555,0.002613,4.96e-21
J2312+21,1.256,
J2312+6931,0.813375,6.28e-16
B2310+42,0.349434,1.12e-16
J2315+58,1.061,
J2316+5619,1.0616,1.26e-15
J2316+75,,
J2317+1439,0.003445,2.4300000000000003e-21
B2315+21,1.444653,1.05e-15
J2319+6411,0.216018,1.63e-16
B2319+60,2.256488,7.04e-15
J2322+2057,0.004808,9.66e-21
J2322-2650,0.003463,5.83e-22
J2323+1214,3.759491,1.85e-15
B2321-61,2.347489,2.58e-15
B2323+63,1.43631,2.83e-15
J2325-0530,0.868735,1.03e-15
B2324+60,0.233652,3.53e-16
J2326+6141,0.79,
J2326+6243,0.266149,2.57e-15
J2327+62,0.266,
J2329+16,0.6321,
J2329+4743,0.728409,1.6e-17
B2327-20,1.643622,4.63e-15
J2333+20,2.2911,
J2333+6145,0.756899,1.18e-15
J2333-5526,0.002102,7.8e-21
J2336-01,1.0298,
B2334+61,0.49537,1.93e-13
J2338+4818,0.11871,1.97e-18
J2339-0533,0.002884,1.41e-20
J2340+08,0.3033,
J2343+6221,1.799,
J2346-0609,1.181463,1.36e-15
J2347+02,1.38347,
J2350+31,0.5081,
J2351+6500,1.164883,2.8e-14
J2351+8533,1.011727,8.8e-16
J2352+65,1.164,
B2351+61,0.944784,1.63e-14
J2354-2250,0.557996,
J2355+0051,0.003719,3.2200000000000003e-21
J2355+04,0.958,
J2355+1523,1.094396,4.19e-16
J2355+2246,1.840986,3.78e-15
