NAME,P0,P1
J1654-26,1.62373,
J1654-2713,0.791822,1.68e-16
J1654-3710,0.939165,7.35e-16
J1654-4140,1.273945,1.3e-16
J1654-4245,1.101555,5.12e-14
J1655-3048,0.542936,3.66e-17
J1655-3844,1.193439,2e-15
J1655-401,0.276689,
J1655-404,2.927288,
J1656+00,1.49785,
J1656+6203,0.776155,8.44e-16
J1656-3621,0.730134,1.29e-15
J1657+3304,1.570276,1.73e-15
J1657-0406A,0.00473,
J1657-0406B,0.00735,
J1657-4432,0.609613,8.33e-15
J1657-46,0.89231,
J1658+3630,0.033028,1.16e-19
J1658-2823,3.3597,
J1658-4306,1.166449,4.28e-14
J1658-47,0.369365,
J1658-4958,0.416876,3.85e-15
J1658-5324,0.002439,1.12e-20
B1657-13,0.640958,6.18e-16
J1659-4316,0.474381,1.71e-16
J1659-4439,0.353293,2.75e-17
J1659-54,0.544573,
J1700-0954,0.817312,7.52e-16
J1700-3312,1.358311,4.71e-15
J1700-3611,1.494091,4.32e-15
J1700-39,3.74646,
J1700-3919,0.560504,5.03e-18
J1700-4012,0.283792,9.91e-17
J1700-4422,0.755535,4e-17
J1700-4939,0.578363,1.08e-15
J1701-3006A,0.005242,-1.32e-19
J1701-3006B,0.003594,-3.5e-19
J1701-3006C,0.007613,-6.33e-20
J1701-3006D,0.003418,1.36e-19
J1701-3006E,0.003234,3.07e-19
J1701-3006F,0.002295,2.21e-19
J1701-3006G,0.004608,-1.15e-19
J1701-3006H,0.003705,3.79e-20
J1701-3006I,0.003296,-3.37e-19
J1701-3130,0.291341,5.6e-17
B1658-37,2.454618,1.11e-14
B1657-45,0.322909,5.19e-16
J1701-4958,0.804304,1.1e-16
J1702-3932,0.390328,3.78e-16
J1702-4128,0.182136,5.23e-14
J1702-4145,0.345805,
J1702-4217,0.227565,1.14e-17
J1702-4306,0.215508,9.78e-15
J1702-4310,0.240524,2.24e-13
J1702-4428,2.123506,3.3e-15
J1703-18,1.27024,
B1700-18,0.804343,1.73e-15
B1700-32,1.211785,6.6e-16
J1703-38,6.443,
J1703-4442,1.747293,1.43e-14
J1703-4851,1.396405,5.07e-15
J1704-3549,2.270547,
J1704-3756,0.305234,1.13e-14
J1704-5236,0.230709,5.06e-17
B1659-60,0.306323,9.1e-16
J1705-04,0.23748,
J1705-1903,0.00248,
B1702-19,0.298991,4.14e-15
J1705-3423,0.255427,1.08e-15
J1705-3936,0.854482,1.93e-14
J1705-3950,0.318979,6.08e-14
J1705-4108,0.861067,3.47e-14
J1705-4331,0.222561,7.23e-17
J1705-6135,0.808546,6e-17
J1706+59,1.47669,
J1706-3839,0.586287,3e-15
J1706-4020,0.180632,
J1706-4310,0.616979,6.51e-15
J1706-4434,0.429922,2.58e-15
J1706-6118,0.361921,2.92e-16
J1707+35,0.1598,
B1703-40,0.581018,1.92e-15
J1707-4341,0.890598,5.69e-15
J1707-4417,5.763777,1.16e-14
J1707-4729,0.266475,1.56e-15
J1708+02,0.410772,
J1708-3426,0.692116,4.21e-15
J1708-3506,0.004505,1.14e-20
J1708-3641,0.587567,1.35e-16
J1708-38,0.669836,
J1708-3827,1.225782,8.6e-15
J1708-4008,11.006262,1.96e-11
J1708-4522,1.297837,2.61e-15
J1708-4843,0.016657,
J1708-52,0.44962,
B1701-75,1.191024,1.88e-15
J1709+2313,0.004631,3.63e-21
J1709-0333,0.003524,1.88e-21
B1706-16,0.653061,6.31e-15
J1709-3626,0.447859,2.27e-15
J1709-3841,0.586986,7.86e-15
J1709-43,,
J1709-4342,1.735898,8e-16
J1709-4401,0.865238,7.38e-15
B1706-44,0.102533,9.31e-14
J1710+4923,0.00322,1.82e-20
J1710-2616,0.954158,2e-17
J1710-37,0.792659,
J1710-3946,0.977337,
J1710-4148,0.286561,1.02e-16
B1709-15,0.868805,1.1e-15
J1711-3826,0.465365,7.41e-15
J1711-4322,0.102618,2.67e-17
B1707-53,0.899233,1.55e-14
J1712-2715,0.25536,1.28e-15
J1712-391,0.778149,
J1712-392,0.092528,
J1713+0747,0.00457,8.530000000000001e-21
J1713+7810,0.432526,1.14e-16
J1713-3844,1.600114,1.77e-13
J1713-3949,0.392451,
J1714-1054,2.088836,1.77e-16
J1714-3810,3.824936,5.88e-11
J1714-3830,0.08414,
J1715+46,0.5481,
J1715-3247,1.260214,9.2e-17
J1715-3700,0.779628,1.46e-16
J1715-3859,0.928108,4.4e-15
J1715-3903,0.278494,3.74e-14
J1715-4034,2.072155,3.03e-15
J1715-4254,0.573745,8.76e-16
J1716+34,0.00211,
J1716-3720,0.630314,1.8e-14
J1716-3811,0.82912,
J1716-4005,0.311813,2.87e-15
J1716-4111,1.036067,2.88e-15
J1716-4711,0.555825,8.33e-16
J1717+03,3.901,
J1717+4308A,0.00316,6.11e-20
B1714-34,0.656299,9.8e-15
J1717-3737,0.682419,5.29e-15
J1717-3847,1.149499,8.2e-16
J1717-3953,1.085521,3.3e-17
J1717-4043,0.397857,1.22e-14
J1717-40435,0.349929,1.75e-15
B1713-40,0.887719,3.7e-15
J1717-41,0.546233,
J1717-5800,0.321793,1.92e-16
J1718-3714,1.289379,2.62e-14
J1718-3718,3.378574,1.61e-12
J1718-3825,0.074675,1.32e-14
J1718-41,0.548419,
J1718-4539,0.590473,7.51e-15
J1719-1438,0.00579,8.04e-21
J1719-2330,0.453993,2.19e-15
J1719-3458,0.493775,1.49e-17
J1719-36,0.757151,
B1715-40,0.189094,1.67e-15
J1719-4302,0.235475,3.92e-16
J1720+00,3.357,
J1720+2150,1.615664,7.4e-16
B1718-02,0.477715,8.28e-17
J1720-0533,0.003268,8.170000000000001e-21
B1717-16,1.565606,5.8e-15
J1720-2446,0.874265,5.93e-16
B1717-29,0.620449,7.46e-16
J1720-36,0.092132,
J1720-3659,0.351125,3.27e-17
J1721-0855,2.181327,3.14e-15
B1718-19,1.004037,1.62e-15
J1721-1939,0.40404,1.28e-16
J1721-2457,0.003497,5.540000000000001e-21
B1718-35,0.280424,2.52e-14
J1722+35,0.8216,
B1718-32,0.477158,6.45e-16
B1718-36,0.399187,4.47e-15
B1719-37,0.23618,1.09e-14
J1722-4400,0.218554,3.74e-16
J1723-2837,0.001856,7.54e-21
J1723-2852,0.625034,9e-16
J1723-3659,0.202725,8.03e-15
J1723-38,0.765796,
J1723-380,0.150924,
J1723-40,1.982265,
J1724-3149,0.948237,7.25e-15
J1724-35,1.42199,
J1724-3505,1.221708,2.11e-14
J1724-4500,1.309109,3.51e-15
J1725-0732,0.239919,4.3e-16
J1725-2852,1.257788,1.99e-15
J1725-3546,1.032471,1.5e-14
J1725-38,0.392641,
J1725-3848,2.062386,2.3e-14
J1725-3853,0.004792,5e-20
J1725-4043,1.465071,2.79e-15
J1726-00,1.3086,
J1726-31,0.12347,
J1726-3530,1.110132,1.22e-12
J1726-3635,0.287432,1.44e-15
J1726-4006,0.882778,3.33e-15
J1726-52,0.6318,
J1727-1609,0.00245,
J1727-2739,1.2931,1.07e-15
J1727-29,,
J1727-2946,0.027083,2.46e-19
J1727-2951,0.028405,3.1e-19
B1726-00,0.386004,1.12e-15
J1728-36,0.35431,
J1728-3733,0.615538,7.2e-17
J1728-4028,0.866343,2.33e-16
J1729-2117,0.066293,1.72e-19
J1730+13,1.15,
J1730-2304,0.008123,2.02e-20
J1730-2900,1.538427,8.85e-15
B1727-33,0.139506,8.41e-14
J1730-3353,3.270242,2.2e-14
J1730-34,0.09983,
J1731-1847,0.002345,2.54e-20
J1731-3123,0.753048,1.68e-15
J1731-33,0.6069,
J1731-3322,0.544671,2.81e-14
B1727-47,0.829946,1.64e-13
J1732-1930,0.48377,1.82e-16
J1732-3131,0.196543,2.8e-14
J1732-3426,0.332887,4.02e-16
J1732-35,0.12669,
J1732-3729,2.184001,1.3e-15
B1729-41,0.627981,1.28e-14
J1732-4156,0.323434,6.61e-16
J1732-5049,0.005313,1.42e-20
J1733-01,0.302,
B1730-22,0.871683,4.27e-17
J1733-2533,0.659794,2.1e-15
J1733-2837,0.768185,1.11e-15
J1733-3030,0.362052,1.65e-15
J1733-3322,1.245915,4.1e-15
B1730-37,0.3376,1.5e-14
J1733-4005,0.561781,3.65e-15
J1733-5515,1.011234,4e-16
B1732-02,0.839394,4.21e-16
J1734-2415,0.612524,1.05e-15
J1734-2859,0.301456,8e-18
J1734-3058,0.541286,1.62e-17
J1734-3333,1.169341,2.28e-12
J1735+6320,0.510718,3.23e-16
J1735-0243,0.782887,6.32e-16
B1732-07,0.419335,1.21e-15
J1735-25,0.118683,
J1735-28,0.42856,
J1735-3258,0.350972,2.6e-14
J1735-33,1.273866,
J1736+05,0.999245,
J1736-2457,2.642223,3.43e-15
J1736-2819,1.592419,1.49e-14
J1736-2843,6.445036,3e-14
J1736-3422,0.347222,6.56e-14
J1736-3511,0.502803,1.57e-15
J1737-0314A,0.00198,9.56e-20
J1737-0314B,0.00852,
J1737-0314C,0.00846,
J1737-0314D,0.00289,
J1737-0314E,0.00228,
J1737-0811,0.004175,7.930000000000001e-21
J1737-3102,0.768672,3.73e-14
J1737-3137,0.450432,1.39e-13
J1737-32,0.63406,
J1737-3320,0.816273,2.25e-15
B1734-35,0.397591,6.12e-15
J1738+0333,0.00585,2.41e-20
J1738+04,1.39179,
J1738-2330,1.978847,8.56e-15
J1738-2647,0.349591,3.15e-15
J1738-2736,0.627716,4.62e-15
J1738-2955,0.443425,8.2e-14
J1738-3107,0.549498,2.96e-16
B1735-32,0.7685,7.95e-16
J1738-33,0.357734,
J1738-3316,0.730373,8.86e-17
J1739+0612,0.234169,1.5e-16
J1739-1313,1.215698,8.12e-17
J1739-2521,1.818461,2.4e-16
J1739-26,0.490142,
B1736-29,0.322889,7.88e-15
J1739-3023,0.114372,1.14e-14
J1739-3049,0.239317,2.18e-15
J1739-31,0.277105,
B1736-31,0.529441,1.86e-14
J1739-3159,0.877561,1.97e-16
J1739-3951,0.341772,1.99e-17
J1740+1000,0.154101,2.13e-14
B1737+13,0.803052,1.45e-15
J1740+27,1.0582,
J1740-2540,1.692656,1.85e-15
B1737-30,0.606887,4.66e-13
J1740-3052,0.570313,2.55e-14
J1740-3327,0.515001,3.9e-15
J1740-5340A,0.00365,1.68e-19
J1740-5340B,0.005787,-6.03e-21
J1741+1351,0.003747,3.02e-20
J1741+2758,1.360738,1.84e-15
J1741+3855,0.828861,2.06e-16
B1738-08,2.043085,2.27e-15
J1741-2019,3.904506,1.63e-14
J1741-2054,0.4137,1.7e-14
J1741-21,2.565,
J1741-2152,2.565552,1.28e-15
J1741-2719,0.346797,8.06e-17
J1741-2733,0.892959,1.48e-16
J1741-2945,0.223558,6.34e-16
J1741-3016,1.893749,8.99e-15
J1741-34,0.875137,
B1737-39,0.512212,1.71e-15
J1742+20,0.2526,
J1742-0203,0.13161,1.49e-16
J1742-0559,0.918179,6.25e-16
J1742-3321,0.143266,1.27e-15
J1742-3957,1.016349,8.16e-17
J1742-4616,0.412401,3.6e-17
J1743+05,1.47363,
B1740-03,0.444646,1.56e-15
B1740-13,0.405337,4.82e-16
J1743-2442,1.242508,4.72e-16
B1740-31,2.414652,1.21e-13
J1743-3153,0.193113,1.06e-14
J1743-35,0.56998,
J1743-4212,0.306168,7.94e-16
J1744-1134,0.004075,8.930000000000001e-21
J1744-1610,1.757206,2.38e-15
J1744-2335,1.683507,8.33e-16
J1744-2946,0.008392,
J1744-3130,1.066076,2.12e-14
J1744-3922,0.172444,1.55e-18
J1744-5337,0.355666,1.73e-16
J1744-7619,0.004688,9.68e-21
J1745+1017,0.002652,2.73e-21
J1745+1252,1.059849,5.63e-16
J1745+42,0.3051,
J1745-0129,1.045407,6.31e-16
J1745-0952,0.019376,9.25e-20
J1745-2229,1.160593,2.86e-15
J1745-23,0.005417,
J1745-2758,0.487528,4.42e-18
J1745-2900,3.763733,1.76e-11
J1745-2910,0.982,
J1745-2912,0.187379,
B1742-30,0.367438,1.07e-14
J1745-3812,0.698353,2.43e-15
J1746+2245,3.465038,4.92e-15
J1746+2540,1.058148,1.05e-15
J1746-2829,1.888929,1.3e-12
J1746-2849,1.47848,1.27e-14
J1746-2850,1.077101,1.34e-12
J1746-2856,0.945224,1.25e-14
J1746-3239,0.199541,6.56e-15
J1747-1030,1.578793,4.3e-16
J1747-2647,0.500254,1.32e-14
J1747-2802,2.780079,2.37e-15
J1747-2809,0.052153,1.56e-13
J1747-2958,0.098814,6.13e-14
J1747-4036,0.001646,1.31e-20
B1745-12,0.394134,1.21e-15
B1745-20A,0.288603,3.99e-16
J1748-2021B,0.01676,-3.29e-19
J1748-2021C,0.006227,-5.98e-20
J1748-2021D,0.013496,5.87e-19
J1748-2021E,0.016264,3.12e-19
J1748-2021F,0.003794,-1.05e-20
J1748-2444,0.442838,1.11e-16
B1744-24A,0.011563,-3.4e-20
J1748-2446C,0.008436,-6.06e-19
J1748-2446D,0.004714,
J1748-2446E,0.002198,
J1748-2446F,0.00554,
J1748-2446G,0.021672,
J1748-2446H,0.004926,
J1748-2446I,0.00957,
J1748-2446J,0.080338,
J1748-2446K,0.00297,
J1748-2446L,0.002245,
J1748-2446M,0.00357,
J1748-2446N,0.008667,
J1748-2446O,0.001677,
J1748-2446P,0.001729,
J1748-2446Q,0.002812,
J1748-2446R,0.005029,
J1748-2446S,0.006117,
J1748-2446T,0.007085,
J1748-2446U,0.003289,
J1748-2446V,0.002073,
J1748-2446W,0.004205,
J1748-2446X,0.002999,
J1748-2446Y,0.002048,
J1748-2446Z,0.002463,
J1748-2446aa,0.005788,
J1748-2446ab,0.00512,
J1748-2446ac,0.005087,
J1748-2446ad,0.001396,0.0
J1748-2446ae,0.003659,
J1748-2446af,0.003304,
J1748-2446ag,0.004448,
J1748-2446ah,0.004965,
J1748-2446ai,0.021228,
J1748-2446aj,0.002959,1.41e-19
J1748-2446ak,0.00189,8.85e-20
J1748-2446al,0.00595,
J1748-2446am,0.002934,-1.37e-19
J1748-2446an,0.004802,1.56e-19
J1748-2446ao,0.002274,8.7e-20
J1748-2446ap,0.003745,3.07e-19
J1748-2446aq,0.012522,-7.16e-19
J1748-2446ar,0.001953,-2.65e-19
J1748-2446as,0.002326,2.56e-19
J1748-2446at,0.002188,-5.9e-20
J1748-2446au,0.004548,-1.07e-19
J1748-2446av,0.001849,-4.25e-20
J1748-2446aw,0.013049,1.31e-17
J1748-2446ax,0.001943,-9.550000000000001e-21
J1748-2815,0.1002,3.53e-15
J1748-30,0.382735,
J1748-3009,0.009684,-3.58e-20
J1749+16,2.31165,
J1749+5952,0.436041,1.52e-16
J1749-2146,2.714556,7.08e-15
J1749-2347,0.874486,2.42e-15
J1749-2629,1.335388,1.72e-15
B1746-30,0.609874,7.87e-15
J1749-4931,0.445822,5.9e-16
J1749-5417,0.307577,1.5e-16
B1745-56,1.33231,2.12e-15
J1750+07,1.90881,
J1750-2043,5.639047,7.95e-15
J1750-2438,0.712794,1.08e-14
J1750-2444,0.899377,2.64e-16
J1750-2536,0.034749,
J1750-28,1.300513,5.78e-15
J1750-3116A,0.005333,
B1747-31,0.910363,1.97e-16
J1750-3503,0.684014,3.65e-17
J1750-3703A,0.111601,5.66e-18
J1750-3703B,0.006075,1.92e-20
J1750-3703C,0.026569,-9.96e-19
J1750-3703D,0.00514,4.93e-19
J1751-0542,2.001384,2.3e-16
J1751-2516,0.394836,2.64e-15
J1751-2737,0.00223,
J1751-2857,0.003915,1.12e-20
J1751-3323,0.548231,8.87e-15
B1747-46,0.742354,1.3e-15
J1752+2359,0.409051,6.43e-16
J1752-2410,0.191037,6.18e-16
B1749-28,0.562567,8.13e-15
J1752-2821,0.640229,3.47e-15
J1753-12,0.405454,
J1753-1914,0.062955,2.02e-18
J1753-2240,0.095138,9.7e-19
B1750-24,0.528336,1.41e-14
J1753-28,0.085859,
J1753-2819,0.018624,-4.94e-20
J1753-38,0.666804,
J1754+0032,0.004411,
J1754+48,0.652,
B1753+52,2.391397,1.56e-15
J1754-2422,2.090248,8.3e-16
J1754-3014,1.32049,4.43e-15
J1754-3443,0.361691,5.73e-16
J1754-3510,0.392704,7.81e-16
J1755-0903,0.19071,7.81e-16
J1755-1650,0.733744,6.86e-16
J1755-2025,0.322231,4.42e-15
J1755-22,0.570687,
J1755-2521,1.175968,9.02e-14
J1755-25211,1.004513,3.12e-14
J1755-2534,0.233541,1.12e-14
J1755-2550,0.315196,2.43e-15
J1755-26,0.430872,1.23e-14
J1755-2725,0.261955,1.37e-17
J1755-33,0.959466,
J1755-3716,0.012786,3.11e-20
J1756+1822,0.744001,5.13e-16
J1756-2225,0.40498,5.27e-14
J1756-2251,0.028462,1.02e-18
B1753-24,0.67048,2.85e-16
J1756-25,0.48789,
J1756-251,0.48789,
J1756-2619,0.724514,1.24e-15
J1757-1500,0.179354,1.5e-15
J1757-16,0.451273,
J1757-1854,0.021497,2.63e-18
J1757-2223,0.18531,7.82e-16
B1754-24,0.234109,1.3e-14
J1757-26,0.354459,
J1757-2745,0.017687,-1.3e-20
J1757-5322,0.00887,2.63e-20
J1757-6032,0.002912,2.9900000000000004e-21
J1758+3030,0.947256,7.2e-16
J1758-1931,0.692552,1.69e-14
J1758-2206,0.430278,9.56e-16
J1758-24,0.633105,
J1758-25,0.605502,
J1758-2540,2.107263,1.55e-15
J1758-2630,1.202893,5.17e-15
J1758-2846,0.766706,9.41e-17
J1759+5036,0.176016,2.43e-19
J1759-1029,2.512263,1.57e-14
J1759-1736,0.798452,2.55e-16
J1759-1903,0.731505,3.07e-15
J1759-1940,0.25472,9.34e-17
J1759-1956,2.843389,1.86e-14
B1756-22,0.460983,1.09e-14
J1759-2302,0.810718,1.07e-14
J1759-2307,0.558889,3.76e-15
J1759-24,1.457739,
J1759-2549,0.956549,9.96e-14
J1759-2922,0.5744,4.63e-15
J1759-3107,1.078956,3.77e-15
J1759-5505,0.373392,4.39e-16
J1800+5034,0.578375,1.17e-16
J1800-0125,0.783185,1.15e-14
J1800-2114,1.799272,5.5e-16
B1757-23,1.03082,
B1758-03,0.921493,3.3e-15
J1801-0857A,0.007176,-5.1e-19
J1801-0857B,0.028962,2.2e-18
J1801-0857C,0.003739,-6.3e-20
J1801-0857D,0.004227,7.52e-21
J1801-0857E,0.007602,-1.04e-18
J1801-0857F,0.024892,-2.67e-18
J1801-0857G,0.051591,1.07e-19
J1801-0857H,0.005643,3.43e-20
J1801-0857I,0.003254,-1.64e-20
J1801-0857K,0.00959,8.18e-19
J1801-0857L,0.006057,-3.38e-20
J1801-0857M,0.005357,4.86e-19
J1801-0857N,0.004995,-5.31e-19
J1801-0857O,0.004287,1.31e-19
J1801-1417,0.003625,5.300000000000001e-21
J1801-1855,2.550498,1.82e-16
J1801-1909,1.108725,7.03e-16
J1801-2115,0.438113,1.55e-17
J1801-2154,0.375302,1.6e-14
B1758-23,0.415827,1.13e-13
B1757-24,0.124924,1.28e-13
B1758-29,1.081911,3.29e-15
J1801-3210,0.007454,7.22e-23
J1801-3458,1.385604,3.97e-16
J1802+0128,0.554262,2.11e-15
J1802+03,0.6643,
J1802-0523,1.680573,2.65e-15
J1802-1745,0.514671,5.64e-16
J1802-2124,0.012648,7.26e-20
J1802-2426,0.569007,8.56e-15
J1802-3346,2.461052,1.32e-15
J1803+1358,0.00152,
J1803+47,0.3469,
J1803-1616,0.536596,1.77e-15
J1803-1857,2.864338,1.52e-14
J1803-1920,0.443649,3.3e-16
B1800-21,0.133667,1.34e-13
J1803-2149,0.106334,1.95e-14
B1800-27,0.334415,1.71e-17
J1803-3002A,0.007101,4e-20
J1803-3002B,0.004397,
J1803-3002C,0.00584,6.97e-19
J1803-3002D,0.00553,
J1803-3002E,0.017926,
J1803-3002F,0.148136,
J1803-3329,0.633412,3.37e-16
J1803-6707,0.002135,1.84e-20
B1802-07,0.023101,4.67e-19
J1804-17,0.280781,
J1804-2228,0.570511,1.43e-16
J1804-2717,0.009343,4.09e-20
J1804-28,1.273011,
J1804-2858,0.001493,-7.57e-22
B1802+03,0.218712,9.99e-16
J1805+0615,0.002129,2.28e-20
J1805-0619,0.454651,9.72e-16
J1805-1504,1.181269,2.73e-16
J1805-2032,0.405769,8.39e-15
J1805-2037,0.357807,1.76e-15
J1805-2447,0.661402,5.82e-18
J1805-2948,0.428341,4.74e-16
J1806+1023,0.484286,5.73e-17
J1806+2819,0.015084,3.75e-20
B1804-12,0.52262,1.41e-15
J1806-1618,0.668309,8.62e-16
J1806-1920,0.879791,1.7e-17
J1806-2125,0.481825,1.18e-13
J1806-21250,0.172004,
J1806-2133,0.328558,
J1807+04,0.7989,
J1807+0756,0.4643,1.29e-16
B1804-08,0.163727,2.88e-17
J1807-2459A,0.003059,-4.33e-21
J1807-2459B,0.004186,8.23e-20
J1807-2557,2.764195,4.99e-15
B1804-27,0.827786,1.22e-14
J1808+00,0.425115,
J1808-0813,0.876045,1.24e-15
J1808-1020,0.596993,7.72e-16
J1808-14,0.836422,
J1808-1517,0.54455,2.68e-15
J1808-1726,0.241035,1.16e-17
J1808-19,0.101666,
J1808-2024,7.55592,5.49e-10
B1805-20,0.91841,1.71e-14
J1808-2701,2.457882,6.58e-14
J1808-3249,0.364917,7.04e-15
J1809+17,2.0667,
J1809-0116_P,1.88738,
J1809-0119,0.744976,2.29e-15
J1809-0743,0.313886,1.52e-16
J1809-1429,0.895289,5.2e-15
J1809-1850,1.124481,1.06e-14
J1809-1917,0.082764,2.55e-14
J1809-1943,5.540743,2.83e-12
J1809-20,0.057256,
J1809-2004,0.434811,7.28e-15
B1806-21,0.702417,3.82e-15
J1809-2332,0.146789,3.44e-14
J1809-3547,0.860388,1.2e-16
J1810+0705,0.307683,2.42e-16
J1810+1744,0.001663,4.480000000000001e-21
J1810-0100_P,1.10616,
J1810-1441,0.217214,2.39e-17
J1810-1709,1.161133,3.33e-16
J1810-1820,0.153716,5.22e-17
J1810-2005,0.032822,1.47e-19
B1806-53,0.26105,3.86e-16
J1811+0702,0.461713,2.69e-15
J1811-0154,0.924946,1.6e-15
J1811-0624,0.004146,4.8100000000000005e-21
J1811-1049,2.623859,8e-16
J1811-1717,0.391385,1.2e-16
J1811-1736,0.104182,9.01e-19
J1811-1835,0.557464,6.31e-15
J1811-1925,0.064667,4.4e-14
J1811-2405,0.002661,1.38e-20
J1811-2439,0.415813,2.97e-16
J1811-4930,1.432705,2.25e-15
B1810+02,0.793903,3.6e-15
J1812-12,1.439967,
J1812-15,1.014529,
J1812-17,2.182018,
B1809-173,1.205374,1.91e-14
B1809-176,0.538341,9.82e-16
J1812-1910,0.430991,3.77e-14
J1812-20,1.903112,2.4e-16
J1812-2102,1.223352,2.39e-14
J1812-2526,0.315835,1.77e-16
J1812-2748,0.236983,3.16e-16
J1812-3039,0.587477,6.6e-16
J1813+1822,0.336425,2.1e-17
B1811+40,0.931089,2.55e-15
J1813-0402,0.004107,6.94e-21
J1813-1246,0.048072,1.76e-14
J1813-14,1.035407,
J1813-17,0.367591,
J1813-1749,0.044741,1.27e-13
J1813-2113,0.426468,2.08e-15
J1813-2242,0.328514,4.78e-17
J1813-2621,0.00443,1.25e-20
J1814+0045_P,0.00231,
J1814+1130,0.751261,1.66e-15
J1814+22,0.2537,
J1814+31,0.00209,
J1814-0521,1.014219,8.84e-16
J1814-0618,1.377868,2.92e-16
J1814-1649,0.957464,6.33e-15
J1814-1744,3.975905,7.45e-13
J1814-1845,1.089989,
J1815+5546,0.426844,9.47e-17
J1815-1738,0.198457,7.78e-14
J1815-1910,1.249924,3.63e-14
J1816+0216_P,0.00404,
J1816+4510,0.003193,4.31e-20
J1816-0021_P,0.04165,
J1816-0038_P,0.03065,
J1816-0755,0.217643,6.48e-15
J1816-1446,0.5945,1.33e-15
B1813-17,0.78232,7.26e-15
B1813-26,0.592885,6.65e-17
J1816-5643,0.217923,1.93e-18
J1817-0012_P,0.65443,
J1817-0743,0.438095,-2.3e-18
J1817-1511,0.224604,1.43e-15
J1817-1742,0.149744,2.06e-14
J1817-19,1.229085,
J1817-1938,2.046838,3.6e-16
B1814-23,0.62547,
B1813-36,0.387019,2.02e-15
J1817-3837,0.384487,5.78e-16
J1818-0051_P,2.20669,
J1818-0151,0.837535,9.11e-15
J1818-1116,0.5448,3.82e-15
B1815-14,0.291489,2.04e-15
J1818-1448,0.281371,6.15e-15
J1818-1502,0.572549,
J1818-1519,0.93969,4.11e-15
J1818-1541,0.551134,9.67e-15
J1818-1556,0.952709,7.06e-16
J1818-1607,1.363492,4.18e-11
J1819+0322,0.799166,1.27e-16
J1819+1305,1.060364,3.61e-16
J1819-0040_P,0.16007,
J1819-0050_P,0.0066,
J1819-0925,0.852049,3.17e-15
J1819-1008,0.30149,1.32e-15
J1819-1114,0.294163,5.64e-16
J1819-1131,1.388137,7.61e-16
J1819-1318,1.515696,5.97e-16
J1819-1408,1.78849,2.59e-15
J1819-1458,4.263213,5.63e-13
J1819-1510,0.226539,7.85e-18
J1819-17,2.352135,
J1819-1717,0.393522,3.45e-15
J1819-37,0.632,
J1820+0006_P,2.40495,
J1820+0058_P,0.03362,
B1818-04,0.598083,6.33e-15
J1820-0509,0.337321,9.32e-16
B1817-13,0.92146,4.5e-15
J1820-1529,0.333254,3.79e-14
B1817-18,0.309905,9.36e-17
J1820-19,0.004491,
J1820-20,0.0027,
J1821+0007_P,0.00422,
J1821+0017_P,0.00756,
J1821+0044_P,0.00271,
J1821+0155,0.033781,2.9e-20
J1821+1715,1.366682,8.71e-16
J1821+4147,1.261857,1.73e-15
J1821-0013_P,2.21759,
J1821-0031_P,4.44088,
J1821-0256,0.414111,3.72e-17
J1821-0331,0.902316,2.53e-15
J1821-1419,1.65601,8.95e-13
J1821-1432,1.915131,5.37e-15
J1822+0044_P,0.99889,
J1822+02,1.508,
J1822+0207_P,0.0099,
J1822+0705,1.362817,1.75e-15
J1822+1120,1.787037,2.35e-15
J1822+2617,0.591418,7.98e-16
J1822-0719,0.499076,1.9e-17
J1822-0848,0.834839,1.35e-16
J1822-0902,0.148895,1.78e-14
J1822-0907,0.9747,3.55e-16
J1822-1252,2.07104,8.48e-14
B1820-14,0.214771,9.07e-16
J1822-1604,8.437721,2.14e-14
J1822-1617,0.831156,1.89e-15
B1819-22,1.874269,1.35e-15
J1822-4209,0.456512,4.56e-16
J1823+0048_P,0.91795,
B1821+05,0.752907,2.27e-16
J1823-0154,0.759778,1.13e-15
J1823-11,0.286184,
B1820-11,0.279829,1.38e-15
J1823-1126,1.846534,3.65e-14
J1823-1347,0.617107,9.6e-15
J1823-1526,1.625405,4.52e-15
J1823-1807,1.636792,2.79e-16
B1820-30A,0.00544,3.38e-18
B1820-30B,0.378596,2.99e-17
J1823-3021C,0.405936,2.24e-16
J1823-3021D,0.00302,
J1823-3021E,0.004394,
J1823-3021F,0.00485,
J1823-3021G,0.006091,-1.78e-20
J1823-3021H,0.00513,
B1820-31,0.284057,2.93e-15
J1823-3543,0.002373,2.12e-20
J1824+1014,0.004066,5.3700000000000006e-21
J1824-0117_P,1.37445,
J1824-0127,2.49947,3.91e-15
J1824-0132,0.223729,2.82e-17
J1824-0621,0.003233,9.14e-21
B1821-11,0.435759,3.55e-15
J1824-1159,0.362492,5.38e-15
J1824-1350,1.396599,6.07e-16
J1824-1423,0.359394,3.92e-16
J1824-1500,0.41223,7.58e-16
B1821-19,0.189337,5.24e-15
J1824-2233,1.161743,3.01e-16
J1824-2328,1.505875,1.74e-15
B1821-24A,0.003054,1.62e-18
J1824-2452B,0.006547,
J1824-2452C,0.004159,
J1824-2452D,0.079832,
J1824-2452E,0.00542,
J1824-2452F,0.002451,
J1824-2452G,0.005909,
J1824-2452H,0.004629,
J1824-2452I,0.003932,0.0
J1824-2452J,0.004039,
J1824-2452K,0.004461,
J1824-2452L,0.0041,
J1824-2452M,0.004784,1.23e-19
